Material_Quality,Concrete_Grade,Steel_Grade,Age_of_Building,No_of_Floors,Foundation_Depth,Soil_Type,Seismic_Zone,Load_Bearing_Capacity,Moisture_Exposure,Maintenance_Frequency,Strength,Durability
5,M40,Fe500,28,12,18.0,Loam,II,519,Medium,2,88.85,52.84
6,M40,Fe500,21,16,3.3,Sandy,II,280,Low,4,88.94,68.56
3,M25,Fe415,16,4,10.3,Clay,II,537,Medium,4,48.71,47.5
3,M40,Fe500,11,7,12.5,Rocky,IV,529,High,4,64.0,35.19
1,M20,Fe500,50,10,13.6,Rocky,II,473,High,5,48.49,17.32
8,M40,Fe415,29,24,18.9,Clay,II,454,Low,0,126.37,92.74
2,M25,Fe415,9,21,7.7,Rocky,II,316,Low,5,42.09,41.49
1,M25,Fe500,13,15,9.0,Rocky,V,349,Low,3,11.46,20.89
10,M20,Fe415,12,17,15.3,Sandy,IV,257,Medium,0,107.4,55.65
3,M30,Fe415,39,6,4.6,Loam,I,594,High,4,49.81,12.58
6,M25,Fe500,20,14,7.8,Clay,II,436,Low,5,74.33,66.93
4,M25,Fe415,22,9,7.7,Loam,IV,246,High,0,56.79,18.31
3,M30,Fe500,51,1,7.3,Sandy,III,216,Medium,2,41.2,17.44
4,M30,Fe500,27,1,9.4,Loam,V,227,High,5,47.13,33.61
8,M20,Fe415,54,16,14.2,Loam,III,250,Medium,3,94.77,64.6
7,M40,Fe415,58,16,4.8,Sandy,I,408,Medium,2,105.2,76.41
2,M30,Fe500,46,22,18.8,Loam,IV,174,High,2,74.38,43.59
3,M20,Fe415,48,4,13.6,Clay,V,180,Medium,0,44.46,28.03
7,M20,Fe415,43,8,4.9,Loam,III,532,Medium,4,73.3,56.19
5,M25,Fe415,57,17,12.0,Clay,III,305,High,1,63.99,27.38
5,M30,Fe415,13,17,17.3,Sandy,I,489,Low,5,110.03,94.85
1,M30,Fe415,11,6,11.0,Rocky,I,294,High,0,45.85,22.74
1,M25,Fe500,29,11,18.7,Loam,II,570,Medium,2,50.35,26.11
5,M40,Fe500,2,16,16.5,Rocky,III,211,High,2,91.96,59.51
7,M40,Fe500,17,13,9.8,Loam,IV,192,Low,4,100.55,80.18
9,M40,Fe415,14,9,13.0,Rocky,III,418,High,2,116.64,69.07
5,M20,Fe500,36,9,8.4,Loam,I,184,Medium,3,65.79,52.57
7,M40,Fe500,47,11,18.0,Clay,I,472,Medium,1,116.88,81.73
2,M20,Fe415,16,6,12.0,Rocky,IV,574,High,3,43.31,23.56
9,M20,Fe415,55,9,10.6,Sandy,II,223,Low,3,92.36,74.57
7,M40,Fe500,24,23,11.1,Clay,III,420,Medium,3,95.86,68.43
7,M25,Fe500,59,13,13.3,Loam,I,301,High,3,81.39,41.75
6,M40,Fe415,5,17,15.8,Rocky,IV,183,High,5,112.12,62.77
4,M40,Fe500,57,20,12.5,Sandy,IV,459,Low,5,82.25,80.25
5,M40,Fe415,11,12,12.6,Loam,I,570,High,1,82.71,35.73
4,M20,Fe500,33,17,15.7,Clay,I,400,Low,4,80.4,59.02
10,M20,Fe415,45,9,13.6,Sandy,I,156,High,0,109.91,70.88
8,M25,Fe415,48,3,12.0,Clay,I,315,Medium,3,94.53,62.38
3,M25,Fe500,2,7,4.3,Loam,I,276,Medium,0,35.39,16.03
2,M30,Fe415,54,20,8.1,Loam,III,434,Medium,1,41.34,27.18
8,M30,Fe500,18,10,18.9,Rocky,II,255,Low,5,114.77,100.38
3,M30,Fe500,11,17,19.6,Sandy,II,177,Low,0,62.83,38.71
9,M20,Fe500,41,10,4.1,Rocky,II,288,Medium,2,99.34,68.69
8,M25,Fe415,31,19,19.9,Sandy,V,392,High,0,100.01,50.93
7,M25,Fe415,9,5,18.6,Clay,IV,365,High,2,90.36,44.04
8,M40,Fe415,49,19,5.5,Rocky,III,386,High,5,105.76,65.89
7,M20,Fe500,36,14,16.7,Loam,III,215,Medium,1,93.78,53.06
9,M40,Fe415,23,21,7.3,Rocky,III,239,High,4,120.24,75.23
9,M25,Fe500,51,11,19.6,Loam,III,490,High,2,105.01,65.27
6,M20,Fe415,15,16,10.8,Loam,IV,319,High,5,75.78,51.82
10,M30,Fe415,36,12,9.9,Rocky,II,393,High,5,124.4,81.25
4,M20,Fe415,25,20,11.7,Clay,IV,185,Low,5,71.76,60.99
8,M40,Fe415,15,18,9.3,Loam,IV,248,Medium,5,122.39,99.58
3,M40,Fe415,6,19,16.2,Rocky,IV,383,Low,2,86.51,66.65
8,M30,Fe500,18,9,9.5,Loam,IV,333,Low,2,79.12,62.59
10,M20,Fe415,53,3,7.4,Loam,V,380,High,2,99.02,51.26
9,M20,Fe500,9,15,7.0,Clay,III,492,Low,4,96.73,90.46
3,M20,Fe415,28,19,3.9,Loam,V,189,High,1,59.14,33.69
6,M20,Fe500,27,9,9.9,Rocky,III,549,Low,3,67.85,55.09
1,M20,Fe415,57,22,13.2,Loam,IV,412,Low,5,40.65,37.77
3,M25,Fe415,10,11,8.2,Loam,IV,468,Low,4,39.58,39.78
2,M30,Fe500,0,2,16.9,Loam,I,506,High,4,42.85,16.3
5,M25,Fe500,15,19,13.3,Loam,I,508,High,3,72.11,42.74
2,M20,Fe415,39,20,13.9,Clay,IV,284,Medium,2,43.37,18.59
1,M30,Fe500,30,24,4.0,Clay,V,247,High,3,35.34,9.14
4,M25,Fe415,10,10,10.1,Rocky,IV,302,Medium,2,59.95,36.99
2,M20,Fe500,49,22,15.0,Clay,IV,549,Low,1,47.51,34.07
2,M40,Fe500,23,22,7.3,Loam,II,515,High,0,72.85,26.11
10,M20,Fe500,2,11,11.6,Clay,I,562,Low,4,111.0,90.8
8,M30,Fe500,8,8,19.7,Loam,I,516,Low,4,98.05,74.38
9,M40,Fe500,1,22,12.2,Clay,I,161,Low,0,132.61,97.17
10,M20,Fe415,0,11,18.6,Rocky,IV,271,Medium,2,118.57,86.3
9,M30,Fe415,39,9,19.7,Sandy,II,368,Medium,3,119.79,75.69
8,M20,Fe500,34,4,19.6,Sandy,III,450,Low,4,92.01,75.91
1,M20,Fe415,5,20,19.0,Sandy,III,259,High,1,54.77,19.41
2,M30,Fe415,22,11,7.2,Rocky,V,496,Low,4,41.4,36.0
5,M25,Fe500,47,9,19.1,Clay,V,239,High,4,84.51,63.36
6,M30,Fe500,59,14,12.7,Rocky,I,507,Low,2,78.71,63.78
3,M20,Fe500,11,18,17.1,Sandy,V,498,Medium,0,51.12,26.32
1,M25,Fe500,37,2,5.1,Sandy,II,409,Low,5,26.27,32.44
4,M20,Fe500,46,16,3.9,Clay,III,591,Low,4,45.08,40.05
1,M25,Fe500,2,7,10.3,Clay,IV,469,High,0,27.38,-0.59
3,M40,Fe500,7,23,13.1,Sandy,IV,417,Medium,2,87.82,55.65
1,M40,Fe500,59,8,7.2,Sandy,IV,336,High,2,52.34,9.7
8,M30,Fe415,26,6,15.7,Sandy,IV,306,Low,5,107.91,91.5
9,M25,Fe415,37,8,5.2,Clay,V,338,Medium,1,84.53,56.29
4,M30,Fe415,23,8,14.4,Loam,I,523,Medium,4,78.51,60.83
8,M20,Fe415,33,4,6.1,Clay,IV,583,Low,2,78.52,52.79
9,M30,Fe500,57,19,10.8,Rocky,V,243,High,0,116.21,63.45
1,M30,Fe500,33,8,17.4,Clay,V,184,Medium,1,38.43,19.86
2,M40,Fe500,12,24,19.7,Loam,I,408,High,4,89.03,50.78
10,M40,Fe500,58,6,6.3,Rocky,II,364,Low,0,110.56,79.31
4,M40,Fe415,19,11,6.5,Clay,V,424,Low,1,69.44,41.71
6,M30,Fe500,18,7,15.4,Clay,I,461,Medium,5,86.64,67.35
3,M30,Fe415,7,19,12.1,Loam,II,304,Medium,4,79.22,51.07
3,M25,Fe500,45,13,13.0,Sandy,I,407,Medium,0,55.33,29.64
8,M40,Fe500,34,23,11.0,Sandy,IV,221,Low,4,118.78,91.67
2,M25,Fe500,53,9,7.5,Rocky,V,279,Low,5,36.73,45.72
8,M30,Fe500,8,21,3.8,Rocky,II,227,High,0,97.64,55.19
8,M20,Fe500,48,12,13.5,Sandy,V,175,Low,0,101.12,67.86
9,M25,Fe415,33,1,7.9,Clay,III,360,High,2,95.58,63.33
4,M25,Fe415,29,14,8.2,Rocky,III,349,High,1,63.31,23.2
5,M25,Fe500,57,21,6.7,Clay,I,283,Medium,4,67.84,51.9
1,M30,Fe415,51,4,18.5,Clay,IV,390,Low,3,37.51,30.36
4,M25,Fe500,59,13,3.6,Rocky,I,415,High,5,35.28,8.57
1,M40,Fe415,33,18,20.0,Sandy,V,484,Medium,2,75.95,56.34
4,M30,Fe415,3,18,7.1,Sandy,I,494,Low,2,76.6,52.49
6,M20,Fe415,40,14,12.0,Loam,IV,323,High,4,84.51,47.48
2,M30,Fe500,6,6,6.7,Sandy,I,291,Low,5,48.86,43.9
8,M20,Fe415,16,22,13.8,Rocky,I,243,Low,0,96.81,74.19
4,M25,Fe415,40,12,14.2,Loam,V,183,Low,0,59.31,45.87
10,M40,Fe500,0,6,12.6,Clay,II,516,Low,0,118.12,77.79
8,M30,Fe500,56,18,10.0,Loam,III,426,Low,1,111.25,76.44
3,M25,Fe500,48,14,10.5,Rocky,I,506,Low,5,60.89,58.91
8,M40,Fe500,4,8,8.3,Rocky,I,240,Medium,1,97.5,60.27
5,M30,Fe500,16,20,4.2,Loam,I,288,High,3,56.8,31.71
6,M40,Fe415,9,24,4.1,Rocky,I,198,Medium,0,85.36,49.42
7,M20,Fe415,35,1,4.6,Sandy,V,478,Medium,5,60.52,43.39
3,M25,Fe500,46,18,13.9,Rocky,III,151,Low,1,59.42,45.71
5,M40,Fe415,28,4,15.7,Clay,II,377,Medium,4,75.87,49.98
9,M30,Fe500,8,10,16.7,Sandy,IV,424,Low,0,106.13,72.69
4,M30,Fe500,14,9,13.8,Clay,V,374,High,0,76.43,36.87
10,M25,Fe415,34,20,6.5,Loam,I,545,Medium,4,95.32,63.19
7,M30,Fe500,11,2,16.4,Clay,III,393,Low,5,89.68,83.28
5,M25,Fe415,9,17,11.9,Loam,I,425,Medium,1,64.26,31.44
1,M25,Fe500,11,13,15.6,Sandy,III,408,Medium,4,41.41,31.01
5,M25,Fe500,32,18,6.4,Sandy,IV,164,Medium,5,88.3,59.41
8,M40,Fe415,6,3,8.7,Rocky,III,356,Medium,3,96.06,59.6
6,M20,Fe415,24,16,3.3,Clay,IV,483,Low,2,63.74,55.45
9,M30,Fe415,59,21,13.9,Rocky,IV,155,Low,5,120.01,97.1
7,M20,Fe415,44,15,12.5,Rocky,IV,378,High,4,95.12,54.63
10,M40,Fe500,26,22,14.4,Loam,III,445,High,5,139.66,93.33
8,M30,Fe415,49,16,15.2,Sandy,IV,204,Medium,1,106.35,75.54
10,M20,Fe500,8,14,19.4,Clay,I,588,Medium,5,130.68,88.8
8,M25,Fe500,52,5,5.0,Loam,V,542,Medium,3,80.8,51.99
7,M25,Fe415,21,24,6.4,Loam,V,229,High,5,69.95,37.94
8,M25,Fe415,15,11,5.0,Sandy,V,554,Medium,1,99.63,58.23
4,M25,Fe415,24,21,5.0,Sandy,IV,443,High,4,57.83,38.37
3,M20,Fe415,22,22,3.4,Clay,II,585,Medium,2,32.59,21.61
4,M40,Fe415,26,8,15.7,Clay,II,476,High,1,90.63,47.86
3,M40,Fe500,5,18,15.3,Sandy,IV,371,Low,2,99.62,77.08
4,M25,Fe500,45,16,7.8,Clay,I,197,High,4,56.61,30.16
1,M30,Fe500,54,20,13.6,Sandy,I,352,Medium,5,53.53,45.92
4,M30,Fe415,14,1,5.8,Sandy,I,247,High,3,52.94,31.48
2,M25,Fe415,43,16,18.0,Rocky,II,526,Low,2,59.32,41.13
10,M20,Fe500,45,23,12.7,Sandy,II,268,High,5,118.81,71.27
9,M20,Fe500,39,15,3.4,Sandy,II,227,High,1,85.48,47.29
10,M30,Fe500,33,9,6.2,Sandy,V,558,Medium,4,102.73,67.19
2,M25,Fe415,48,3,11.2,Clay,III,274,High,0,23.43,5.08
1,M30,Fe415,54,2,6.0,Clay,IV,290,Low,4,30.29,30.88
1,M25,Fe500,14,8,6.9,Clay,V,433,Low,1,29.37,21.59
5,M25,Fe500,30,12,15.8,Sandy,IV,174,Medium,4,74.64,61.72
10,M20,Fe415,25,9,16.1,Sandy,I,443,Low,5,107.57,89.23
4,M40,Fe415,52,2,6.6,Loam,V,474,Medium,5,55.67,52.03
5,M20,Fe415,2,2,12.9,Rocky,IV,196,Medium,0,63.4,35.98
1,M40,Fe500,57,8,4.2,Loam,III,176,Medium,4,34.9,32.25
2,M25,Fe415,5,13,15.1,Loam,I,411,Medium,0,48.14,16.69
5,M30,Fe500,8,20,13.0,Sandy,IV,528,High,4,83.76,56.59
3,M20,Fe500,48,8,11.2,Sandy,I,350,Low,0,44.81,36.12
1,M25,Fe415,24,21,19.4,Sandy,I,467,High,0,51.15,17.66
4,M40,Fe500,45,13,10.5,Sandy,I,484,Low,3,67.03,50.47
10,M30,Fe500,37,3,7.8,Clay,V,489,High,5,106.24,74.43
7,M20,Fe500,38,2,7.8,Rocky,III,596,Medium,1,65.61,34.03
1,M20,Fe415,15,11,14.2,Rocky,V,509,High,2,39.57,16.94
10,M40,Fe415,1,5,12.9,Clay,V,515,High,0,120.37,57.31
2,M30,Fe500,52,11,15.8,Loam,II,223,Low,5,39.59,47.64
10,M20,Fe415,55,10,9.0,Loam,V,518,Medium,1,111.83,70.63
10,M20,Fe415,19,16,13.5,Clay,II,290,High,2,112.77,61.61
3,M20,Fe500,37,17,17.7,Clay,III,490,Medium,2,73.79,49.2
8,M40,Fe500,5,7,14.7,Clay,I,371,High,1,112.68,63.39
5,M25,Fe500,7,24,3.9,Clay,III,453,High,5,62.76,43.3
8,M40,Fe500,2,7,13.8,Loam,V,306,Low,4,106.94,83.43
8,M40,Fe500,28,15,9.5,Loam,V,487,High,2,97.95,53.42
10,M30,Fe500,37,16,18.2,Loam,I,553,Low,2,121.71,92.96
10,M20,Fe415,59,12,15.3,Rocky,II,578,Medium,3,101.55,70.29
3,M40,Fe500,22,8,14.7,Rocky,III,337,Medium,1,73.75,48.05
1,M25,Fe500,44,22,6.9,Clay,I,507,Medium,5,39.51,32.2
2,M25,Fe500,35,5,6.1,Rocky,IV,276,Low,0,14.62,3.16
3,M30,Fe415,55,16,18.7,Clay,IV,355,High,1,70.99,35.72
2,M40,Fe500,0,3,3.9,Clay,III,406,High,4,44.83,26.91
2,M20,Fe415,14,23,8.6,Loam,IV,433,Medium,2,48.03,30.78
6,M25,Fe500,2,1,15.4,Clay,III,190,Medium,0,67.8,32.43
4,M20,Fe500,10,20,15.2,Sandy,V,480,Medium,1,77.99,47.66
5,M25,Fe415,22,17,14.2,Loam,III,336,High,4,75.93,42.74
7,M30,Fe500,19,7,16.7,Rocky,I,472,High,1,81.4,34.41
6,M20,Fe415,43,23,19.6,Sandy,IV,391,Medium,4,91.18,66.52
7,M40,Fe415,53,9,18.0,Rocky,II,530,High,5,111.37,79.26
6,M20,Fe415,26,13,16.9,Rocky,IV,224,High,2,82.38,41.96
8,M20,Fe415,35,8,15.6,Sandy,III,539,Medium,4,99.32,76.62
5,M20,Fe415,32,10,3.8,Rocky,III,316,High,5,51.75,37.59
3,M20,Fe415,24,12,16.2,Clay,II,496,High,5,57.6,32.96
10,M20,Fe500,33,12,19.4,Rocky,III,156,Medium,0,109.83,68.23
3,M25,Fe500,35,24,17.2,Sandy,III,433,High,0,79.59,36.3
3,M20,Fe500,53,20,4.8,Clay,IV,561,Low,1,52.56,44.48
2,M20,Fe415,39,17,19.9,Loam,IV,242,Low,1,59.68,41.44
1,M40,Fe500,42,2,6.9,Sandy,III,425,Medium,2,47.74,35.49
1,M20,Fe500,23,5,9.7,Loam,III,258,Low,2,35.38,32.44
3,M40,Fe415,30,21,4.4,Loam,III,557,Medium,5,67.19,47.02
7,M30,Fe415,35,15,7.2,Sandy,I,449,Medium,5,89.92,74.48
10,M25,Fe500,27,20,12.0,Sandy,V,303,Medium,0,119.55,65.75
1,M20,Fe500,3,19,17.4,Rocky,III,541,High,0,53.99,11.82
3,M25,Fe415,4,18,8.5,Rocky,IV,334,Low,4,46.16,40.64
4,M30,Fe415,38,2,18.0,Sandy,III,561,High,2,67.56,26.21
8,M20,Fe415,43,19,9.4,Clay,II,484,Low,3,96.3,85.59
9,M25,Fe415,48,11,15.9,Clay,V,156,Low,1,101.4,58.75
7,M25,Fe500,21,4,13.6,Sandy,III,510,Low,2,84.56,59.85
1,M25,Fe500,31,7,17.7,Loam,II,195,Medium,4,30.2,29.06
5,M40,Fe415,32,7,12.1,Sandy,IV,417,Low,4,75.39,68.14
6,M25,Fe415,28,9,6.5,Rocky,II,283,High,0,59.59,27.65
10,M20,Fe500,40,24,7.2,Clay,III,223,Medium,0,108.24,70.5
3,M30,Fe500,49,18,9.2,Loam,III,238,High,2,66.34,35.63
10,M30,Fe415,16,3,20.0,Clay,V,291,Medium,0,135.69,85.69
8,M20,Fe415,33,10,11.2,Sandy,I,375,High,5,92.33,51.63
7,M25,Fe500,7,15,15.4,Clay,I,298,High,1,88.04,38.57
10,M40,Fe415,39,23,7.1,Rocky,IV,373,Low,2,128.87,103.08
10,M25,Fe415,19,21,8.3,Sandy,III,539,High,2,104.97,60.66
10,M25,Fe500,1,15,16.2,Rocky,V,538,High,1,101.21,51.7
7,M30,Fe415,28,24,7.5,Clay,V,389,Medium,1,96.52,63.95
1,M30,Fe415,12,17,10.5,Rocky,IV,506,Medium,2,55.25,32.02
4,M25,Fe415,51,7,8.4,Clay,III,235,Low,0,56.35,38.24
4,M25,Fe500,39,3,3.2,Sandy,I,527,High,3,36.66,13.65
8,M40,Fe415,18,8,3.2,Loam,V,197,Medium,0,98.69,63.96
2,M40,Fe500,32,16,14.3,Loam,V,285,High,1,65.65,27.61
3,M30,Fe500,58,20,14.7,Loam,V,442,Medium,0,77.21,41.35
7,M40,Fe500,59,20,10.2,Rocky,I,402,High,0,112.22,62.29
2,M20,Fe500,58,6,15.2,Clay,I,578,High,1,52.07,22.22
7,M40,Fe415,36,23,6.2,Loam,II,533,Medium,5,98.01,68.12
6,M30,Fe415,17,12,19.4,Sandy,III,432,Medium,5,94.47,80.68
3,M30,Fe415,6,21,15.8,Sandy,II,518,High,4,74.51,31.47
7,M20,Fe500,59,4,10.2,Clay,II,401,Low,2,61.26,47.58
8,M30,Fe500,53,19,15.6,Rocky,III,388,Low,1,131.88,99.84
3,M25,Fe500,29,9,19.4,Sandy,III,154,Low,0,76.27,46.79
8,M25,Fe415,29,2,11.6,Loam,IV,184,Medium,2,90.75,52.85
6,M25,Fe500,39,11,15.2,Clay,IV,337,High,5,80.63,49.47
3,M20,Fe500,54,23,4.9,Loam,IV,512,Medium,0,47.39,29.41
1,M40,Fe500,36,15,12.3,Rocky,III,411,Low,4,52.29,53.76
4,M30,Fe415,16,19,19.0,Loam,II,392,Medium,2,94.07,58.97
6,M40,Fe500,19,7,19.5,Loam,II,322,Low,0,100.02,65.1
1,M40,Fe415,23,1,5.9,Clay,I,559,Medium,2,35.35,18.39
9,M40,Fe415,3,18,13.6,Loam,II,438,High,5,127.73,91.15
10,M25,Fe500,44,23,4.1,Clay,IV,460,High,4,109.69,53.42
6,M25,Fe415,47,22,20.0,Loam,II,211,Low,0,100.85,64.37
6,M20,Fe415,50,22,13.3,Rocky,II,255,High,5,77.83,54.34
9,M40,Fe500,13,21,9.6,Rocky,II,470,Medium,2,121.36,94.73
2,M25,Fe500,39,3,6.0,Sandy,IV,254,Medium,3,34.13,23.77
4,M30,Fe415,55,3,8.5,Sandy,III,374,High,3,56.58,27.26
3,M20,Fe500,7,9,8.4,Clay,I,249,Medium,5,41.74,30.89
10,M40,Fe500,38,10,16.2,Loam,III,285,High,2,124.89,59.54
2,M25,Fe500,58,21,13.9,Loam,I,593,High,2,56.43,43.69
9,M20,Fe415,8,17,4.3,Clay,II,179,Low,2,93.56,69.12
6,M40,Fe415,24,20,12.5,Clay,II,451,Low,0,111.68,82.99
6,M25,Fe500,49,9,8.8,Rocky,III,331,Low,5,68.74,62.01
1,M20,Fe415,42,11,4.7,Sandy,III,157,Medium,2,19.14,24.53
3,M20,Fe415,35,24,12.0,Sandy,III,285,High,1,57.55,29.52
1,M20,Fe415,21,15,6.5,Sandy,III,189,Low,2,15.89,3.04
7,M40,Fe415,14,18,4.5,Rocky,IV,573,Medium,3,84.19,57.02
4,M40,Fe500,11,24,6.0,Loam,III,575,Medium,0,66.46,37.0
6,M30,Fe415,22,17,13.4,Clay,II,552,Low,1,104.7,79.02
10,M40,Fe415,27,16,14.7,Sandy,II,355,Medium,3,133.34,89.12
7,M25,Fe415,2,24,14.1,Loam,III,594,Low,3,95.18,79.24
1,M30,Fe500,1,14,13.1,Sandy,IV,531,Medium,5,44.82,38.3
2,M30,Fe500,19,22,8.3,Sandy,IV,280,High,5,49.04,42.59
4,M20,Fe415,26,11,7.5,Clay,I,417,Low,5,55.73,62.05
2,M30,Fe500,57,16,6.7,Clay,III,379,Low,4,65.5,54.84
3,M30,Fe500,29,10,7.1,Sandy,III,428,Medium,0,49.93,27.49
10,M20,Fe500,27,4,4.0,Rocky,IV,150,Low,3,94.19,83.24
10,M30,Fe500,50,22,16.3,Rocky,I,313,High,0,122.61,69.03
3,M30,Fe415,14,7,14.5,Rocky,III,497,Medium,3,58.23,40.78
4,M20,Fe415,22,7,18.4,Loam,III,451,Medium,1,55.4,40.46
6,M30,Fe500,7,22,11.5,Sandy,IV,427,Medium,2,98.66,68.94
2,M20,Fe500,46,20,17.1,Clay,IV,429,Medium,2,59.3,40.73
5,M20,Fe500,56,4,17.1,Sandy,III,576,Medium,4,73.68,42.54
7,M40,Fe415,57,18,10.4,Loam,I,387,High,3,100.54,48.67
4,M20,Fe415,50,12,12.6,Loam,III,300,High,2,64.97,35.32
1,M40,Fe500,27,14,17.6,Loam,III,306,Medium,2,69.28,50.4
3,M30,Fe500,15,15,12.1,Rocky,I,265,Low,2,64.06,62.96
9,M25,Fe500,4,16,11.2,Loam,V,362,Low,0,89.47,64.06
3,M25,Fe500,11,15,8.8,Rocky,I,360,Medium,0,47.35,35.47
9,M20,Fe500,18,9,13.1,Clay,I,293,Medium,5,95.6,75.28
1,M20,Fe415,20,22,17.0,Rocky,II,497,High,0,50.37,11.26
6,M20,Fe500,46,18,10.2,Sandy,IV,213,Medium,2,76.52,43.01
7,M40,Fe500,9,24,10.8,Clay,IV,419,High,2,121.26,66.19
6,M25,Fe500,17,19,16.8,Clay,II,328,Medium,5,105.85,91.25
7,M25,Fe415,23,7,3.6,Rocky,II,343,Medium,4,68.38,48.83
5,M20,Fe415,8,6,4.0,Loam,I,441,Low,3,36.21,31.73
6,M25,Fe415,43,18,12.6,Rocky,V,455,Medium,1,84.4,47.89
3,M40,Fe500,27,9,16.4,Sandy,V,538,Medium,1,73.55,46.96
6,M30,Fe415,34,12,4.5,Rocky,V,549,High,3,78.3,57.71
6,M25,Fe415,23,9,13.7,Clay,III,342,Low,1,73.61,63.05
5,M25,Fe500,42,19,15.8,Sandy,III,359,Low,1,81.59,57.46
2,M25,Fe415,29,5,6.6,Loam,II,441,Medium,3,39.16,26.36
7,M25,Fe500,20,22,3.1,Loam,III,262,High,4,74.83,47.25
1,M20,Fe500,40,6,13.6,Loam,II,563,High,5,28.46,25.03
8,M30,Fe415,57,2,3.5,Loam,I,187,Low,4,80.61,64.47
2,M25,Fe415,28,1,9.1,Clay,V,455,High,3,45.95,23.63
6,M40,Fe500,24,18,15.9,Sandy,III,542,Low,5,112.97,88.97
8,M30,Fe500,25,13,13.0,Sandy,IV,547,High,0,98.49,51.17
4,M30,Fe415,55,13,3.5,Clay,III,209,Medium,0,63.65,36.59
7,M40,Fe500,23,3,6.3,Sandy,I,389,High,0,86.81,40.58
3,M40,Fe415,8,12,3.3,Rocky,I,395,Low,4,62.73,58.31
4,M25,Fe500,27,17,10.2,Loam,V,524,Low,5,66.26,61.01
6,M40,Fe500,42,6,18.4,Loam,I,431,Low,5,91.91,72.89
10,M20,Fe415,15,13,14.0,Rocky,IV,298,Low,3,115.08,87.94
4,M40,Fe415,8,21,6.2,Rocky,I,469,Medium,5,75.69,56.43
5,M20,Fe500,51,14,16.0,Clay,II,244,Low,0,86.38,67.52
5,M25,Fe415,49,8,10.6,Clay,III,494,Low,5,74.71,67.17
4,M30,Fe415,43,8,6.7,Clay,I,493,Low,2,52.89,49.1
5,M30,Fe415,0,1,18.5,Sandy,IV,190,Low,3,82.69,68.74
8,M25,Fe415,32,13,3.3,Rocky,V,235,High,5,66.55,38.65
2,M30,Fe500,43,18,17.6,Rocky,V,369,Medium,1,60.08,29.61
3,M30,Fe500,57,22,13.0,Loam,III,512,Low,5,59.84,59.26
1,M30,Fe415,45,9,6.6,Rocky,IV,329,High,3,39.22,14.94
1,M30,Fe415,5,20,17.2,Sandy,IV,319,Low,4,72.79,51.73
7,M25,Fe415,27,18,9.7,Clay,V,221,Medium,2,92.42,56.11
6,M30,Fe500,6,17,13.0,Clay,II,513,Medium,2,107.98,73.81
10,M25,Fe415,6,2,9.0,Rocky,IV,151,Low,1,90.94,65.05
4,M30,Fe415,22,15,7.0,Clay,II,505,Medium,5,53.33,36.52
1,M40,Fe500,55,15,3.5,Loam,V,383,Medium,0,46.11,26.26
7,M40,Fe500,59,10,15.5,Rocky,I,158,Medium,5,124.5,81.32
3,M30,Fe500,16,13,14.5,Rocky,II,359,Medium,3,72.78,53.45
4,M25,Fe500,0,24,8.1,Loam,II,250,High,0,62.97,16.49
2,M40,Fe415,7,1,10.8,Loam,IV,382,Low,5,53.03,52.43
4,M25,Fe415,53,7,14.2,Rocky,II,197,High,1,64.83,22.85
3,M30,Fe415,14,12,16.7,Clay,IV,326,Low,0,63.77,43.47
5,M25,Fe415,43,14,10.3,Sandy,V,350,High,4,62.56,40.83
5,M40,Fe415,55,5,18.8,Clay,V,555,Medium,5,97.13,71.31
1,M25,Fe415,38,7,19.8,Sandy,III,425,High,2,52.0,24.54
9,M20,Fe415,20,4,19.2,Sandy,II,236,High,1,103.86,50.65
3,M25,Fe500,22,19,4.5,Sandy,II,532,Medium,0,57.24,21.73
3,M25,Fe415,12,18,14.4,Clay,IV,248,Medium,1,55.45,33.65
1,M40,Fe500,22,17,16.7,Clay,II,350,High,1,76.02,38.99
9,M30,Fe500,7,16,3.3,Sandy,V,327,Medium,2,95.62,66.5
1,M25,Fe415,19,23,16.9,Clay,III,514,Low,5,42.76,39.35
10,M40,Fe415,55,2,4.8,Rocky,IV,377,Low,5,118.34,87.67
2,M25,Fe500,34,7,16.8,Rocky,II,581,Medium,3,48.06,37.63
8,M40,Fe500,35,13,7.9,Clay,II,245,High,5,109.27,64.35
2,M25,Fe500,50,17,4.5,Clay,V,456,Medium,5,38.27,36.16
5,M40,Fe415,22,12,17.6,Loam,III,475,Medium,3,97.74,58.29
8,M20,Fe500,47,13,6.2,Rocky,III,345,Low,3,92.93,73.78
10,M40,Fe500,24,8,10.9,Loam,II,318,Low,0,135.79,92.85
8,M30,Fe500,40,23,3.8,Loam,V,255,Low,4,97.04,80.29
4,M30,Fe415,20,3,15.1,Loam,V,379,Medium,2,62.51,34.27
9,M30,Fe415,45,6,5.9,Loam,IV,397,Low,4,91.25,84.64
4,M40,Fe500,37,8,6.8,Clay,IV,465,Low,1,66.05,53.88
6,M40,Fe415,52,13,16.9,Rocky,V,363,Low,2,101.32,82.08
1,M20,Fe415,52,1,5.7,Clay,III,567,Medium,0,15.39,-5.68
3,M20,Fe500,30,2,4.6,Clay,V,195,Low,2,39.42,28.31
9,M20,Fe415,8,9,17.0,Loam,I,278,Low,4,108.02,90.08
3,M25,Fe415,5,22,4.2,Rocky,IV,589,Low,0,42.67,19.42
